clean_text,sentiment
adanya mbg banyak penjual pd nangis,neutral
payah susah raja omon omon tidak mampu tidak mau kritik,neutral
pejabat kroni kroni,neutral
cari capres anti mbg,neutral
cari capres kalau prabowo gandeng gibran mbg kota desa tidak,neutral
cari capres kalau prabowo gandeng gibran,neutral
mbg jalur korupsi terbukti banyak keracunan,negative
mbg tidak mengurangi kemiskinan mbg sebaiknya diganti mbb makanan bergizi beracun anak sd ngada bunuh diri tidak mbg,positive
kantin sekolah bangkrutt,neutral
anak makan kali sehari tapi bayar inflasi sayur ayam telur naik drastis,neutral
penjual makananwarung sangat sepisejak adanya mbgyg untungkan pemilikdapur mbg,neutral
tapi merasa semenjak mbg jualan susah barang dak mahal telok dak turun pokok susah pak prabowo denger liat kenyataan,neutral
bgn kaya mendadak,neutral
mbg realnya tidak efektif merugikn negaradisi negatifnya mudaratnya lebih besar sisi manfaatnya positifnyakalo diteruskan sama merusak mental pejabat merusak mental rakyat merusak mental generasiartinya wajib dihentikan hukum,neutral
dahlah jelas siswa cuman untung banyak mulai pekerja mbg tiap hari bawa pekerja punya mbg sehari ambil untung juta kalau emang program dikelola baik tepat sasaran ditangan orang tua siswa tidak pengganti lebih baik,positive
diuntungkan mengangkat tema dipertanyakan kebenarannya berkaca dulu melontarkan pendapat baru punya rasa malu,neutral
siapa diuntungkan rakyat dong banyak tenaga kerja terserap siswa makan cukup bismillah jadi menteri pendidikan tahun depan,neutral
anak banyak tidak suka makan mbg lebih baik jajan kantin sekolah akhirnya mbg mubazir kebuang guru sering bawa pulang mbg dibagikan tetangga membutuhkan bila makanannya layak kalau tidak layak buat makan ayam mbg sangat tidak efektif gaji karyawan mbg sama asn guru swasta berjuang lebih tahun gaji bawah umr sangat miris perhatikan guru swasta pak prabowo kebijakan sedikit lebih cerdas pak,positive
tidak usah program program apa efectnya susah bikin apa sj bermasalahwong org indonesia semua butuh duit kebanyakan mental korupsiudah gitu semua merasa pinter pinter semua punya pendapat akhire kebanyaken pendapatsusah diatur sok pinter padahal bnyk pendapat kalau jadi pejabat sama nasibnyapokoknya lingkaran membingungkan akhirnya bangsa tambah bobrok ekonominya,negative
hapus mbg ganti uang,neutral
lahan korupsi subur mbg,negative
kantin sekolah sepi pembeli,neutral
tksh pejabat,neutral
nepotisme korupsi kolusi apa,negative
menyerap tenaga kerja biaya apbn pajak rakyat,neutral
pemilu gk usah plih calon mengusung mbg lgi dech kyaknyabanyak uang negara terbuang cuma gk jelas entah kmna,neutral
jelas aja nanik deyang membantah salah satu tim ses prabowo diduga kuat mendapat keuntungan bagibagi kue,neutral
yayasan proyek punya pejabat pekerjanya sodara sendiri,neutral
orang desa merasa senang mbg tapi lebih meningkatkan dampak positif pola pengelolaannya diperbaiki jangan dimonopoli pemilik modal pedagang kantin sekolahan petani lokal dilibatkan memang jadi kendala bahan baku mbg masyarakat lokal tidak punya produksi beras lombok sayuran,positive
belum pedagang omset turun drastis,neutral
program mbg sialan bikin inflasi menggila harga barang naiknilai tukar rupiah makin anjlok,neutral
hentikan mbg program empat sehat lima sempoyongansempoyongan pedagang kecil desa mulai resah mulai menjerit emak tidak beli nasi kuning lagitdk beli nasi campur lagimembantu bagus anak tapi orang tuanya mati daganganya tidak lakuikan desa podo mahal,positive
seorang anak ntt meregang nyawa karna tidak mampu beli alat tulis pejabat tamak rebutan proyek dapur embege,neutral
mbg mudah korupsi mbg membunuh kantin sekolah gulung tikar,negative
pedagang kecil nangis,neutral
betul penjelasannya mbak,neutral
bener klu mulut busuky cari cari kesalahannya,neutral
umkm menjadi korban th bisnis gabtau baru kali jualan susah sepi pembeli hilang,neutral
data ekonomi mbg satu dapur pis makanan dapur omzetnya juta perhari kerja orang,neutral
diuntungkan mitra yayasan bukan umkm,neutral
pemilih prabowo gibran siap memaafkan janji program tidak dilaksanakan lebih baik diberhentikan sekedar menjalankan janji kan jakarta anak anak tidak suka istilahnya krna gratis dn dibagikan aja kalau tidak usah perlu dimakan rasa gambar tidak enak nasinya keras belom pernah pujian enak loh nasi uduk harga goceng sekalipun please hentikan mbg cuman merugikan habiskan anggaran menerima tidak pernah puas percuma,positive
mbg mendingan sekolah gratispondok gratis,neutral
harga bumbu bumbu naik gara gara mbg stop mbg,neutral
ujung karyawan sppg pemilu diwajibkan nyoblos kalau tidak nyoblos phk dipastikan menjelang pemilu dinaikan dl gaji,neutral
berhentikan mbg hanja menjadi lahan korupsi nantinja,negative
embunuh ekonomi pedagang kecil wo,neutral
fakta dpt tender tmpat dapur mbg tsb rata org kenalan kader partai menang kemaren pkoknya positif bnyak jg negatif trlanjur basah janji dijalani,neutral
stop mbg ganti jadi pendidikan gratis makan mulu dipikirin otak tidak diupgrade omooooon omoonnnnn,neutral
untung tenaganya mosok gajinya melebihi diatqs umr gaji guru tenaga lainnya sangat mengerikan sebulan,neutral
ayam rmh sy ikut dpt untung dr mbg hampir tiap hr kakak sy bawa makanan sisa byk anak gk mau mkn jatahnya walaupun ayam sy pd seneng tapi sy turut prihatin mbg sy menguntungkan pihak ttt termsk ayam sy,neutral
adakah datanya minimal kasih data numerik mbak jangan narasi sm ambil simpati orang mudah aja pd percaya minimal riset dulu,neutral
apa sama menanam loyalis,neutral
mbg tujuan mbantu masyarakat terutama anak anak cil lansiaibu ibu hamil kalau tanya mbh siapa untung masyarakat kalau memang kecil racunan isu korupsi tinggal mengevaluasi makanya masyarakat minta kalau memang mbg tidak beres tinggal melapor jadi tidak usah mbg jadikan manuver politik,neutral
emang prediksi kejadian mulai ekonomi lemah bakal phk massal program berhenti tapi terjadi baru awal,neutral
untung pak wowo periode spt jkw bltnya,neutral
jadi tumbal rakyat kecil,neutral
banyak team pemenangan kelolambg,neutral
banyakkelebihanmasakan dibawah pulangtukangmasak sanggat berlebihan ter buang sebabtidakadanyaperhitungannahanbaku dimasak bahkanjadi bisuk,neutral
wah duit nih kasih mbg odm aja sisanya masuk kantong buahahahaha asuu,neutral
sumut pest beberapa masyarakat membawa kresek jadi tempat sisa makanan gukguknya dirumah anjingnya jadi tau kalau tuannya pulang pesta tapi selama mbg guru bawa pulang makanan kerumah sabtu minggu berarti bossku tiap hari pesta pikir anjingnya ternyata mbg tidak dimakan murid dibawanya pulang anjingnyapun menjadi cepat gemuk,neutral
program oon perut isi otak kosong,neutral
pak bowo mikir sampek situ,neutral
biasalah survai dulu detail baru bicara biarkanlah data bicara jangan mulut biar fair fakta,neutral
proyek mbg makan beracun gratis,neutral
indoneia terlalu luas bro kalau lapangan krja mbg tidak cukup tidak proyek insfratuktu masyarakat krja uang tuk memenuhi kebutuhan hidup apa anak sekolah,neutral
pertanyaan macam apa ituya jelas untungkan yv punya proyek pegang dapur mbgsedangkan siswa tidak menguntungkan sedikitpunbuat negara jelas merugikan,neutral
untung menganggap mbg lahan menguntungkanyuk kerjain,neutral
cuma daptar doang mbg tidak jadi jadi mana persyaratannya buat npwp keluar uang dulu,neutral
jelas kejadiannya banyak keracunan mbg kalopun tidak keracunan tapi mbgnya tidak layak dimakan ky ngasih makan kucing padahal tuh dicoba kucing jg tidak mau makan seneng mbg mana bagian gua,neutral
gerak manipulatif negara rakyatnya menggantikan sistem gagal sebenarnya program dibuat alat kontrol elektoral kecurangan halus kasih umpan manis pertahankan ketimpangan struktural gerak manipulatif digunakan program kebaikan beli loyalitas kelas bawahsembunyikan fakta kebijakan asli hukum timpang prioritas korporasi justru berimbas perilaku peras rakyat miskin,neutral
saudara pedagang bakso goreng cilok mengeluh sejak mbg dagangannya jadi tidak laku sekarang berhenti menganggur,neutral
prabowo tidak pantas jadi presiden ri,neutral
program andalan mbg soal dilapangan tau sendiri gagal ciptakan juta lapangan kerja mbg mau bagus mau bermasalah dipaksa jalan jdi guru kalau istirahat ug dibahas mbg,neutral
yuu pak menkeu mbg uang kan aja biar ibu masak dn ngasih bekal anak insyallah pasar pedagang kecil bakal makmur pertumbuhan ekonomi bakal merata,neutral
harga naik pohon pisang,neutral
mbg maling uang rakyat berkedok gizi,neutral
untungkan kontraktornya kaya jdi makin kaya,neutral
salah satu program pengambangan sdm mbg data mengatakan anak indonesia kekurangan gizi pemerintah bergerak berdasarkan data pemerintah paham aset paling berharga manusia produktif kalau anak kekurangan gizi aset terpenting indonesia berpotensi tidak produktif gunanya mbg membelanjakan trilyun setahun memastikan populasi menghasilkan ribuan triliun mulai tahun kemudian langkah strategis tepat,neutral
mbg bikin pusing sayuran mahal langka dipasaran diborong dapur mbg gas elpiji langka jadi mahal rakyat kecil susah,neutral
kerja kluarga punya mbg,neutral
heran program bagus tapi dampaknya kecilkecil tidak mainmain,positive
mbg jadi sapi perahan korupsi dilegalkan dg dalih rakyat tidak diperiksa penegak hukum,negative
malah kota kampung pelosok tidak tuh dpt mbg,neutral
seandainya uang mbg total dibagikan seluruh rakyat indonesia jt per kepala brp per kepala gimana kalau uang mbg dibagikan rakyat sj per kepala setuju,positive
pedagang nasi padang tambun bekasi merasakan efek mbg pembeli berkurang,neutral
berikan uang tunai stiap bulanbiar buat kebutuhan siswa,neutral
guru honorer layak protes pengangkatan pppk pegawai sppg mbg dana mbg ngambil dana pendidikan supir mbg semacamnya digaji layak tu make dana bwt pendidikan banyak guru digaji umr aja tidak kudunya kalau pemerintah mau mikir bener tidak usah mbgan lihat aja hidangannya aja model bgtu kaya gitu dibilang bergizi lebih baik stop mbg dananya pindahin buat ngangkat honorer jadi asn duit mbg sehari keluar trilyunan mubazir sangat pantes honorer protes sekatekate bilang siapa suruh jadi honorer merasa janggal mbg tahun ambil dana pendidikan dana pendidikan dipakai menggaji tukang masak tukang cuci piring sopir mobil pengantar mbg artinya dana pendidikan sendiri sebenarnya menggaji guru honorer gaji layak tapi tidak dilakukan dulu tidak dilakukan sekarang dibajak mbg,positive
intinya kaya makin kaya miskin semakin miskin spt sy jual telor pasar sbg pengecer lbh mahal kandang dr penawaran masyarakat menurun dulu sblm mbg sy dpt jualan per hari satu juta tapi mbg dpt cuman pr hari trus untung gk seberapa lbh untung waktu sblm dtg mbg karna mbg tidak belanja pasar melainkn mmborong pasokan telor akibatnya tlor loncat naik jadi prsen,neutral
mbg niat ganda politik tidak mulus kurangi manfaat,neutral
mudah mudahan negara bangkrut,neutral
kalau memang sasaran berarti anggaran tidak perlu sebanyak triliun rasa terlalu banyak sekali,neutral
susah memilah cuma anak dikasih makan anggap sasaran utama memastikan berkurang sasaran kedua sisanya bertambah gizinya,neutral
jan rumah tanggamu mbak,neutral
semua sppg nepotisme parte untung punya uang,neutral
contoh baik pernah berajalanseperti lakukan ahok waktu jadi gubernur dki,positive
nek aku se kt pk ahok dulu kasih aja duitnya orang tua murid tau selera anaknya tentunya dg aturan jelas kl tidak mencerminkan keadilan lha anaknya wong kaya dapet mbg lebih baik doyan semua diragukan banyak makmur ayam sama anjing dapet sisa mbg banyak pakai sangat,positive
isi kepala pejabat duit duit tanpa memikirkan ekonomi rakyat lesu akibat proyek bancakan,neutral
hampir pemilik berafiliasi,neutral
salah pilih presiden sepertinyakroni cendana dipilih hancur,neutral
bukan penghematan bukan efisiensi uang negara justru pemborosan terbukti keuangan negara defisit hingga lebih triliun disekolah mengajar hingga belum menerima program mbg bahkan sekolah banyak mengalami kerusakan sarana prasarana pendidikan berkalikali mengajukan renovasi tapi hasilnya nihil mungkin nunggu sekolah roboh baru dibangun pemerintah ironis memang,neutral
lelah menjadi budak mbg,neutral
mbg banyak masalah prabowo kaji ulang,neutral
ekonomi tambah parah berjualan sekolah banyak tutup harga se hari elonjak,negative
diuntungkan panitianya titik,neutral
kayanya banyak sisi negatif positif eh bukan kayaknya deng,neutral
dengar nih pemilik dapur mbg mendapat untung bersih rp piring diswa kalau satu dapur melayani untung bersih perhari rp rp juta kalau satu bulan hari untungnya rp sebuah keuntungan sanat menggiurkan memang aku dengar berbagi dg pihak pihak tertentu mulai dr oknum partai aparat anggap dibagi untung bersih juta woo fantastis kl cerita benar tapi kl lihat menu sekolah cerita kayaknya benar,neutral
bagaimana nasib bekerja mbg prabowo lengser,neutral
ekonomi tidak aktif mentri ekonomi kasian pedagang kecil,neutral
program pembodohan balut istilah makan gizi gratis padahal dananya rakyat asudahlah pemerintah wowo kebanyakan pengikutnya perlu treatment khusus,neutral
pekerja mbg kebanyakan bukan warga daerah setempat tapi luar daerah tender bukan masuk daerah kabupaten sendiri kalau usul program mbg berikan langsung komite wali murid mengelolanya tidak banyak masalah terima kasih,neutral
untung menjadi proyek meracuni anak bangsa masarakat ahirnya sengsara naiknya sembako tambah sulitni rakyat jadi miskin,neutral
susah payah nyari info loker relawan mbg tetap tidak dapet info lokernya orang tertentu tidak transparan,neutral
pensiunan guru swasta tidak uang pensiun buat kue taruh kantin eh kantin tutup,neutral
subhanallah moga sehat lancar sukses bahagia sejahtera selalu bu,positive
seruju atas ulasan,neutral
untungkan anak anak sekolah makan bergizi jadi cerdas berpikir kalau pikiran orang waras jgn cari cari negatif,neutral
makanya pilih pemimpin bener jgn tua pemikirannya gk update mentok sekarang malah tidak bs apa negara,neutral
diuntungkan modal besar dg syarat punya akses politik tidak ngaruh umkm inflasi naik,neutral
sbg penjaga sekolah punya kantwn sekolah jadi gulung tikar mbg,neutral
mbg program tanpa perencanaan matang diuntungkan yayasan menguasai mbg dn kroni kroni anggota dpr,neutral
kebijakan ujung menguntungkan segelintir org dn membuka celah korupsi baru memanipulasi kwalitas bahan makanan lebih baik dana ratusan trilin difokuskan memperbaiki ekonomi rakyat lg sekarat dn angka pengangguran trus bertambah tahun tahun,neutral
usul kalau pendidikan gratis kesehatan gratis aja,neutral
termasuk warung warung pkl sepi termasuk penjual makanan sekolah sekolah kasihan rakyat kecil aduh huh huh susah,neutral
mbg hny menguntungkan segelelintir org menurunkan penjualan pedagang kecil menghabiskan duit rakyat tapi gk manfaatnya stop mbg ganti dananya meningkatkn kualitas pendidikn,neutral
jadi enak zaman presiden siapa siapapun presidennya tidak mungkin paling untungkan pihak berlawanan,neutral
makanya partaipartai tergabung kimplus makin sejahtera makin kaya relawan anggota partai kimplus tidak heboh tokoh tiap partai berani bersuara lantang mbg sangat buruk semua kader partai kicep malah mendukung saling dukung,negative
ekonomi maju juta lapangan kerja,neutral
pedagang kecil nitip kue sekolah kini berhenti mbg,neutral
untung cuma kroninya aja mana sppg beli petani bikin koperasi sendiri,neutral
hrs dana mbg buat hendel perekonomian indo biar apa murh jadi smua mrsakan bukan knya unyltk kpntingn politik aja,neutral
politik kekuasaan aja,neutral
betul,neutral
niat bener tapi salah sasaran,neutral
setuju pak pendidikan kesehatan lebih dibutuhkan mbg apabila pendidikan kesehatan maju indonesia tidak kalah saing negara,positive
pak bpk kan warga negara indonesia jangan malu kritik pemerintah,neutral
kalau bukan masalah mbg permasalahkan apbn pendidikan bermutu sekitr padahal jaman sby sekolah gratis apbn padahal hampir lipat tapi tidak dibuat sekolah gratis tahun mbg kalau tidak disalahgunakan bagus contohnya deket rumah gw mbg pengajian yayasan enakenak beda sangat sama sekolah lebih ngerti dosa keliatan contoh makannya ayam katsu saus teriyaki ikan teri pedas kentang goreng puding kelengkeng pas pertama kali gw kira anak gw beli diluar,positive
listrik gratis,neutral
semua bego bpjs bos kis,neutral
kaya makin kayayg miskin makin mringis,neutral
gaji guru jadi kecil gara mbg paruh waktu kaya gw,neutral
dikasih makan bergizi alhamdulillah,neutral
sangat bnr hl katakan bbc news bhw sbg pelaku usaha kuliner bermodal kecil semakin susah dpt bhn baku normal brdampak pd penjualan produk jadi naik shg brkurangnx pembelimemesan usaha pdhl selaku umkm terdata sbg binaan kementerian umkm sampe tingkat propjateng tapi dr pihak kementerian menutup mata kesusahan,neutral
anggaran besar masi pinjam pengelola makanan tidak sesuai porsi diuntungkn tapi pemerintah diaaaaaaam,neutral
tidak seimbang sosial gas sembako naik korupsi jelas makanan basi,negative
untung kn orang berduit punya koneksi rakyat kecil pedagang kantin sekolah spt aq klepekklepek koma jgn kn untung tidak rugi aja bagus presiden omon alhamdulillah aq tidak pilih,positive
iya byk membantu ibu ibu tidak pekerjaan,positive
program tidak jelas anak gua hari ikut beressebelum dapurnya bukasetelah hari pertama buka katanya gilir kerjanya eh sampe sekaranggua minta ganti rugi buat anak ikut kerja beres hari eh malah jawab tar lapor dulu atasangoblok semua,neutral
pedagang kecil semakin terjepit kaya punya proyek,neutral
program tak bermutu,neutral
mbg sama sekali tidak manfaatnya,neutral
halah ee kucing petani tau harga sayuran cabai cengek tidak lebih dr rb sekilo lahan tumbak tidak lebih kg seminggu terong seladah burkol brokoli tidak lebih dr rb perkilo sawi pecai tidak lebih rb sekilo sejahtera petani apanya,neutral
semenjak mbg saudara lama menganggur dpet pekerjaan sbgai tukang masak,neutral
coba sisir rapihkan rambutnya mee jiijiiikan,neutral
ekonomi makin bangkrutgk mbg menghidupkan umkm,neutral
mbg berjln tapi jgn mengucilkan guru tenaga kesehatan pensiun jgn anak emaskan pegawai mbg,neutral
diuntungkan punya duwit pejabat miskin mana punya mbg,neutral
tidak dikritik program mbg malah jadi bisnis besar si bercabang aku warga netral paling benar masak keluarga sendiri diberikan bahan makanan mentah lalu tentukan masakan apa bukannya mau berpikir buruk ntar muncul pelaku korups mbg soalnya beberapa distribusi kurang sisi siswa dapur kurang mau heran tapi indonesia aja oknum tidak professional alias korup kesempitan,negative
suruh gurunya orang jadi tester kalau layak konsumsi baru kasih muridnya kalau gk layak suruh balikin,neutral
kalau tau brp bang gaji paruh waktu,neutral
daerah purwakarta guru cuma dapet jt,neutral
alhamdulillah wa syukurillah mbak kalau realitanya,neutral
alhamdulillah,neutral
kalau warga negara biasa anggaran besar lebih baik gunakan mencerdaskan anak bangsa sebagianya mendorong sektor industri pertanian,positive
setahun program berjalan tapi tempat sekolah gue mengajar belum mbg sama sekali,neutral
gara mbg tabung gas jadi langka menguntungkan sebelah pihak pertimbangkan bikin alasan gelombang kencang padahal gas kilo pakai jadi langka rakyat ikut susah,neutral
untungkan yng punya pengelolaan mbg ny uang nyari ny ngalir masukblm korupsi ny mbg mau patenkan masuk uu biar gk berhenti ketahuan sangat niat busukny harusnya program pendidikan kesehatan gratis se indonesia,negative
lengkap tuh infonya betul semua ortu terbantu makan siang anak tapi kalau denger temen usaha kantin menurun usaha sedih jg pasar jg mahal mbg sikat sayur terbaik jadi tinggal sisa harga lumayan bingung jg tapi nikmatilah namanya hidup masalah,positive
ribuan pekerja sppg mbg diangkat jadi asn membuka lapangan kerja baru tapi ditinggalkan jutaan guru honorer puluhan tshun mengabdi pedagang krcil warung disrjitar srkolsh,neutral
mbg program duit pendukung peliban capres cawapres,neutral
mbg gentong babi cara lebih soft,neutral
siapapun capres program membatalkan mbg bakal pilih anak mbg aja merasa program program mubazir lebih baik jatah diganti jadi beras keluarga miskin dikasih,positive
hidupkan dapur sekolah adanya mbg komunikasi orang tua siswa kurang,neutral
diuntungkan oligarki lokal,neutral
daerah ntt banyak sekolah belum dpt mbg,neutral
jelas untung punya modal,neutral
proyek mbg ratusan trilyun saatnya diaudit bpk,neutral
untungkan mbg guru pengurusnya nasisayurlauk sedit belum membuat anak kenyang,neutral
cukk katanya mbg menyerap produk holtikultura katanya tapi iya katanya faktanya gk ngaruh sama sekali,neutral
ekonomi masarakat kecil tak perubahan,neutral
didaerah dapur ngasih asal jadi untung pengusaha py uangbahkan anggota dewan byk ikut mutar duit disitu kaya makin kayakl pelaksana lebih baik kuasai militer lebih aman teratur disiplin terorganisirkantin sekolah buat jadi dapur mbg lebih relevan merata,positive
yahh begitulah negara,neutral
akibat mbg anggaran pendidikan jauh berkurang,neutral
siapa menguntungkan kehadiran dana mbhpihak pihak tak bertanggung jawab,neutral
bentar ditambah koperasi merah putihapa gk makin hancur perputaran uang kecil rakyat kecil,neutral
klu relawan tidak mengharapkan gaji,neutral
mbg jalan buat korup habisin unag negara,neutral
diuntungkan cuman segelintir mafia mafia,neutral
mbg ajang koruptor,neutral
untung ialah pejabat daerah membuat proyek dapur sppg dg menggunakan org sbagai kepala yayasan,neutral
prcaya ma program pemerintah korup menelan ludah kekecewaan pemerintah cm memikirkn kawan politik sepemhaman senang cm merka aja,neutral
ibu make emas suami rokok duit buat anak mala buat gaya anak make baju putih jadi kuning aja msh make padahal anaknya dpt bantuan mening mbg biar duit dpt jelas buat kondisi anak buktinya aku org miskin tidak perna dpt bantuan apapun termasuk pendidikan tapi puji tuhan anakku baju paling putih cerdas juara kelas tidak perna nunggak biaya sekolah karna aku ayahnya tidak rokok istri tidak perna gaya lebih fokus kependidikan masa depan,positive
benar tidak pas pa belum waktu coba evaluasi sayuran jadiahal,neutral
jls orang pny modal besar dn pny relasi sm pjbt daerhrkyt cm mnonton,neutral
intinya program sekian lama berjln tapi belum jg sekolah ad kampung,neutral
tidak layak mbg dilanjutkan dikalimantan tidak pernah mbg,neutral
untung pejabat kroni korupsi sebanyak,negative
programnya mbg bagus tapi pendistribusinya jelek banyak korupsi,negative
tikus bin koruptor untungkan rakyat keracunan,neutral
program bagus tapi kurang profesional tidak transparan,positive
gua beli telur pasar biasanya sekilo sekarang penjualnya bilang maaf mas barangnya susah habis sama dapur mbg,neutral
ibu rumah tangga sy rasakan telur mahaldaging ayam mahal,neutral
mbg menghancurkan pedagang kpengecer buahanpenghancur ekonomi pedagang modal kecil,neutral
bagus kalimat semboyan untung proyek mbg pimpinan proyek atas bawah samping karyawan mbg mitra pemasok bahan,positive
program konyol tidak ngabisin anggaran lebih penting,neutral
tutup mbg sarang korupsi pejabatprabowo segera tutuplebih baik berikan uang keorg tua muridmbg proyek gaya orba,neutral
rasakan ibu beli sayur mahal lebih parah sayur pasar hilang,negative
termyata mbg tidak tepat sasaran banyak kasus keracunanmenu mbg tidak layak konsumsikebanyakan pegawai malah buang buang anggaran ribet kasih mak nyabiar mak masakin anak,neutral
namanya politik udh tidak henan,neutral
mbg tempatnya orang memperkaya harta,neutral
makan tidak bermutu buang duit lepehin mebding setop aja uos nti nangis,neutral
pejabat mbg,neutral
orang orang terdekat pengikutnya,neutral
uangkan bagikan pd siswa menerimaortu lbh tau kwmauan anakorg atur atur anak orang mau makan apa lagian pekerjanya kenal org semuabukan universalmsh byk pengangguran butuh kerja,neutral
jujur sangat diuntungkan jadi hemat belanja trmksh pak bowo,neutral
relawan gaji yaa,neutral
kompak tolak ramai aja program mbg terlalu sarat aroma kkn lebih baik dikonversi uang cash aja diberikan wali murid,neutral
namanya jagonya kalah waktu pilpres sakitnya tidak obatnya bedalagi kalau legowo,neutral
bilang kkn cuman irii iriiiiii bilanggggg bosssss,neutral
kayak gini mbg diterusinpak prabowo sehat apa pura tidak liat,neutral
namanya bgn mengawali indonesuia cobalah berpikir postif jangan sellau cari keslaahanmultiflayer efect bagus ko anak desaku sneng mbg,positive
untungkan keluarga teman sodara dewan,neutral
masakan krang segar,neutral
alhamdulillah wa syukurillah mas,neutral
untungkan pengelola,neutral
banyak sekali data dimanipulasi pihak tertentu makanya data tidak sesuai lapangan mengenaskan data fake dipercayai presiden,neutral
memperkaya koruptor berjamaah,neutral
dipaksakan program mbg jelas motif politik pemilu,neutral
diuntungkan bupati setempat,neutral
bubar kan mbg,neutral
hampir seluruh dapur kabupaten dimiliki pejabat maupun relasi suplai bahan makanan didatangkan langsung suplier besar bahkan sama sekali tidak berasal daerah,neutral
priska,neutral
sagt merusak ekonomi rakyat,neutral
betul ditempat tim sukses paslon kemarin kursi jabatan mbg kata keluarganya tahun lalu diangkat entah jadi pnspk kebanyakan orang kerja didapur mbg keluargakeluarganya bukan lulusan sarjana ahli gizi tapi jadi ahli gizi pantasan makanan viralviral bilang gula semua jadi generasi diabetes,positive
bbc soalnya tidak dapet apa,neutral
gas langka beras naik telor naik satu ayam naik,neutral
kanibalisme ekonomi bawah,neutral
anak dijadikan proyek untung kroninya si raja omon si raja tipu hidup jokowiiiiiiii,neutral
ditebak jelas sebenarnya maju cuma keluarga follower si gemoy,neutral
program terselubung prsden mengamankn untungkan hnya kroninya,neutral
lanjut aja perang dunia biar hancur indonesia,neutral
bohong bukan maju malah belangsak,negative
mbg propaganda prankwowo fufufafa periode mbg lahan bisnis kolusif nepotism,neutral
kurang evektif,neutral
hidup vegan go vegan,neutral
proyek akalan tidak kaitan dg kecerdasaan siswa menguntungkan pihak tertentu,neutral
stop mbg untung tengkulak petani ampasnya ukm jadi penontonyg untung pengusaha besar,neutral
rameh duitnya garong oknum pejabat tidak mkn gratisuang rakyat nanggung pajak,neutral
mbg membekukan perekonomian masyarakat kecil indonesiabeda blt jaman pak jokowi perekonomian masyarakat bawah berjalan,neutral
kaya untung jelas orang program usaha tersrbut,neutral
buang buang anggaran,neutral
untungkan cuma segelintir orang banyak koropsii,neutral
memang bener nyerap tenaga kerjatapi pengusaha lebih untungbahkan untungnya tidak masuk akalbiaya sewa tempat dapur sppg per hari juta senin sd sabtu bayangkan kalau bulan hari tinggal mengalikan aja juta hari jutagila benerbelum suppler bhn makanansemuanya dikuasai mitra nyamanfaat masyarakat kecilyg gede pengusaha,neutral
mbg penghancur usaha pedagang kecil,neutral
nambah untung tidak perlu bayarin karyawan pk cuan cuan,neutral
jangan sebut pegawai mbg relawan bayar layak segera masuk pppk,neutral
media amerika,neutral
namanya program stidak solusi menambah lapangan kerja indonesia awal program hingga setahun berjalan plus minus tapi jelas pertumbuhan perubahan tidak sempurna sesuai expektai inginkan,neutral
diuntungkan pejabat saudara pejabat punya dapur,neutral
kata netizen bahagia program mbg kroninya praboworakyat tetep sengkara,neutral
sepertinya hutang negara tambah banyak,neutral
bukan rahasia ordal bila mau ikut jadi pegawai proyek mbg,neutral
bener belanja barang kebutuhan makan sehari hari jadi lbih mahal,neutral
okelah misal benar berjalan normal mbg tersalurkan benar dimakan anakanak sekali cek kelapangan sekolah persen mbg cuma pindah tempat ompreng lunchbox,neutral
tidak untungyang menerima bilang makanan kurang enak dllyang kerja mbg bilang capek jadi mbg bilang rugi,neutral
alhamdulillah terimakasih adanya program mbg,neutral
pantes my pecel ayam fav gue naik serebu anjink,neutral
anak punya keterbatasan memakan alergi susah menelan konsi mulut tenggorok dipikirin ahli gizi boros anggaran boros pikiran boros tenaga buang mbg sampah jangan perutmu racun kapitalis membunuh kemandirianmu,neutral
mbg tidak protes marah,negative
carut marut,neutral
daerah makin susah krnh program mbg peras uang daerahhuh parah,negative
untungk pejabat mbg malah bawa petaka guru jadi korban malah menciptakan korupsi,negative
stop mbg lebih baik uang disalurkan kpd org tua siswa,positive
anak sekolah untung,neutral
untung oligarki koruptor fan partai,neutral
danging sapi adh daging ditakuti program mbg sudh hampir bln mbg beroprasi tapi ank pernah makan daging sapi,neutral
sesungguhnya tidak menciptakan pekerjaan memindahkan untungkn capitalis,neutral
mbg berati program koloni hancur negra iniingat smua pajak,neutral
bubarkan mbggk tepat sasaran,neutral
tidak merata rugi malah umkm buang anggaran tidak jelas knapa tidak alokasi aja jadi pendidikan gratis banyak orang tua ngluh biaya sekolah,neutral
program rokok gratis buat masyarakat perokok buat pilpres yakin menang trus dianggarkan,neutral
balas budi politik berbentuk mbg,neutral
betull,neutral
petani tidak merasakan tidak merasakan peningkatan adanya mbg sayur murah bucis murah,neutral
untung anak misanponakan ipar ampi,neutral
susu uht full cream kemasan ml susah carinya,neutral
usaha mikro terdampak belanjanya cari termurah,neutral
untung rrugi aku berpendapat mbg kecil manfaat gizi kaya menebar garam dilautanapakah thn cerdas mbg yamg dimakan banyak buang anak tidak sukaboncis,neutral
untungkan mafia oligarki,neutral
jatah mbg anak per hari sekolah thn sd sma hari dikurangi hari libur itung sendiri duit segitu buat subsidi kuliah gratis,neutral
keracunan ribuan siswa hampir mati keluar biaya sendiri berobat tidak pihak dapur mbg bertanggung jawab dipidana luarbiasa,neutral
