author,text,time,votes,clean_text
@APBNdefisit_pajakdown,"Dampak negatif MBG bagi ekonomi & sosial =
1. Defisit APBN semakin dalam
2. Hutang Negara semakin naik
3. Pemborosan Sistematis
4. Mbg malay 2.9 T vs franc 25 T, india 21 T & konoha 335 T pertahun
5. Penyebab kenaikan tarif pajak & menjadi penyebab penambahan object pajak
6. Mematikan rezeki pedagang kecil yang jual disekolah
7.Dapur MBG blm bersertifikat HACCP
8.Membuat program utama prioritas terbengkalai
9.Ladang basah bagi koruptor & rawan bocor
10.Keamanan pangan kurang terjamin karena dapur mbg belum bersertifikat internasional.
11.Dana Transfer ke daerah menjadi menurun & menyebabkan kenaikan PBB di berbagai daerah
12.Dampak Keracunan massal yang minim empati dr pejabat, pemerintah lepas tangan atas peristiwa keracunan masal & tetap menggeber program MBG dgn segala resikonya
13.Hanya memperkaya orang orang kaya saja yakni pemilik SPPG. Tidak menyelesaikan akar persoalan bangsa yaitu Kemiskinan, Pengangguran, SDM, Infrastruktur, Jaminan Sosial , Malnutrisi,Ketahanan Pangan, Pemberantasan Judi Online,Korupsi dll",3 weeks ago,7,dampak negatif mbg ekonomi sosial defisit apbn semakin hutang negara semakin naik pemborosan sistematis mbg malay franc india konoha pertahun penyebab kenaikan tarif pajak menjadi penyebab penambahan object pajak mematikan rezeki pedagang kecil jual disekolah dapur mbg blm bersertifikat haccp membuat program utama prioritas terbengkalai ladang basah koruptor rawan bocor keamanan pangan kurang terjamin dapur mbg bersertifikat internasional dana transfer daerah menjadi menurun menyebabkan kenaikan pbb berbagai daerah dampak keracunan massal minim empati pejabat pemerintah lepas tangan atas peristiwa keracunan masal tetap menggeber program mbg dgn segala resikonya memperkaya orang orang kaya pemilik sppg menyelesaikan akar persoalan bangsa kemiskinan pengangguran sdm infrastruktur jaminan sosial malnutrisiketahanan pangan pemberantasan judi onlinekorupsi
@vina_ratiah,"Gue pilih percaya sama pemerintah, ngapain hidup kebawa stigma negatif",3 weeks ago,0,gue pilih percaya sama pemerintah ngapain hidup kebawa stigma negatif
@DuniaHewan028,"Dana MBG bisa di hemat dengan cara daerah daerah yang menolak MBG tidak usah di kasih ,karena akan buang buang / Mubadzir ....jadi pemerintah fokus kan duku ke daerah yang membutuhkan/ menerima program MBG dengan perbaikan kwalitas menu ) gizi nya sekaligus untuk  pilot projects ‼️",3 weeks ago,0,dana mbg hemat cara daerah daerah menolak mbg usah kasih buang buang mubadzir jadi pemerintah fokus kan duku daerah membutuhkan menerima program mbg perbaikan kwalitas menu gizi nya sekaligus pilot projects
@hans88jbr60,"Tanpa MBG anak Indonesia pasti makan, bahkan lebih bergizi dari masakan emaknya disamping masakan MBG",3 weeks ago,3,mbg anak indonesia makan bahkan lebih bergizi masakan emaknya disamping masakan mbg
@tariza_jeanna,"Nggak semua yang kamu dengar itu bener, jadi pastikan tetap kasih dukungan ke pemerintah",3 weeks ago,0,semua kamu dengar bener jadi pastikan tetap kasih dukungan pemerintah
@bernita_cahaya,"Jangan pernah ngeremehin usaha pemerintah, mereka tuh kerja keras biar rakyat makin bahagia",3 weeks ago,0,jangan pernah ngeremehin usaha pemerintah tuh kerja keras biar rakyat makin bahagia
@pullandstack8599,Di kecamatanku saja ada 20 lebih dapur sppg 😅 gila gila MBG ini beberapa punya Polsek setempat,3 weeks ago,7,kecamatanku lebih dapur sppg gila gila mbg beberapa punya polsek setempat
@quietfont,Kenapa ga ada yg mengerti keinginan pak president. Ini semua sudah sesuai kan pak? Bahkan ini semua belum ada apa2nya. Semoga MBG semakin besar lagi dampaknya ya pak. Maju terus presidenku!,3 weeks ago,0,mengerti keinginan pak president semua sesuai kan pak bahkan semua apanya semoga mbg semakin besar dampaknya pak maju terus presidenku
@AdiPrayogoGstyle,"Prabowo tidak sudi MBG diotak-atik, lebih baik harga di pasar naik dan warteg mahal daripada jatah MBG dikurangi, mana mungkin proyek politik 2029 di ganggu-ganggu",3 weeks ago,0,prabowo sudi mbg diotakatik lebih baik harga pasar naik warteg mahal jatah mbg dikurangi mana mungkin proyek politik gangguganggu
@dyahdwic5851,NKRI (Negara Katering Republik Indonesia),3 weeks ago,0,nkri negara katering republik indonesia
@nopanarika430,Pengen cepet 2029 ya Allah cape :(,3 weeks ago,0,pengen cepet allah cape
@aryaPangestu-zc6gj,Tempo lu kena kasus  ... Jurnalistik harus mengerti etika  ... Kecuali lu cuma konten kreator  ... Lu harus pinter memilih kata dan bahasa sebagai kode etik jurnalistik,3 weeks ago,0,tempo kena kasus jurnalistik mengerti etika cuma konten kreator pinter memilih kata bahasa kode etik jurnalistik
@dilan_emonio,"Yuk jaga persatuan, jangan kasih celah isu negatif masuk ke lingkungan kita",3 weeks ago,0,yuk jaga persatuan jangan kasih celah isu negatif masuk lingkungan
@Areyou-e5s,"Anggaran diambil dari dana pendidikan, tapi dananya dikelola bgn yg merupakan lembaga yg bukan di bawah naungan kem pendidikan 😅
Pembelanjaan aneh mbg saja gak di usut kpk/kejaksaan, termasuk belanja barang dapur untk sppg d Jogja (kok cuman Jogja ya 😂)..
Ini bukti program ambisi Prabowo",3 weeks ago,2,anggaran diambil dana pendidikan dananya dikelola bgn merupakan lembaga bukan bawah naungan kem pendidikan pembelanjaan aneh mbg gak usut kpkkejaksaan termasuk belanja barang dapur untk sppg jogja kok cuman jogja bukti program ambisi prabowo
@pieterandreas-x7f,BGN malah foya2 beli motor trail,3 weeks ago,1,bgn malah foya beli motor trail
@doneesaurus,"batu sudah si bowo itu, gak bakal mau dia ngurangi anggaran mbg",3 weeks ago,1,batu bowo gak bakal mau ngurangi anggaran mbg
@cutcrisnadewi3973,"Jelas"" MBG ga bergizi ...hanya menghabiskan anggaran ..TUTUP sdh paling benar",3 weeks ago,0,jelas mbg bergizi menghabiskan anggaran tutup sdh paling benar
@budipurwanto3004,Kami yakin info tsb tidak sampai ketelinga Presiden,3 weeks ago,0,yakin info tsb ketelinga presiden
@wahyujaya3776,"Kemenag banyak juga anggarannya, harusnya kemendiktisaintek yang lebih banyak",3 weeks ago,0,kemenag banyak anggarannya harusnya kemendiktisaintek lebih banyak
@heru_subiantoro,"Tinggal transfer aj ke orang tua murid dan tulis menu tiap harinya,akan jauh lebih efektif...",3 weeks ago,0,tinggal transfer orang tua murid tulis menu tiap harinyaakan jauh lebih efektif
@cintaindonesia4336,hasil dr pemilu curang,3 weeks ago,0,hasil pemilu curang
@Aguslaparbuk-d9q,program mbg memaksakn menguras apbn sertifikasi guru pemotongan  20% bukn memakmurkn rakyat justru memotong pendapatan guru.,3 weeks ago,1,program mbg memaksakn menguras apbn sertifikasi guru pemotongan bukn memakmurkn rakyat justru memotong pendapatan guru
@mukhtarmukhtar9148,Apakah ada hubungan dgn 2 priode  ..,3 weeks ago,0,hubungan dgn priode
@syahrildaengmalureng9959,Knp polisi yang urus dan angkat MBG?,3 weeks ago,0,knp polisi urus angkat mbg
@SUTIKNOSH-yd8vf,MBG cuman tempat Ladang KORUPSI.  Mending buat Pendodikan gratis atu gaji guru Honorer,3 weeks ago,0,mbg cuman tempat ladang korupsi mending buat pendodikan gratis atu gaji guru honorer
@izzatuljannah3081,Dana MBG itu misinya untuk mengembalikan Dana Pemilu  kemarin. Masak gak nyadar ni  Rakyat,3 weeks ago,33,dana mbg misinya mengembalikan dana pemilu kemarin masak gak nyadar rakyat
@AbdiTuhan-w5e,Rakyat sengsara akibat program MBG. Rezim semakin parah,3 weeks ago,0,rakyat sengsara akibat program mbg rezim semakin parah
@nugrohoandong8030,Tiap hari jd bahan pembicaraan program mBG hanya utk ladang korupsi,3 weeks ago,0,tiap hari bahan pembicaraan program mbg utk ladang korupsi
@JenkaKan,Dah di bulat kan saja menjadi 500 teriliun .buat pendidikan .Janggan pikirkan dana .bisa di cetak .jangan perogram terhambat sama dana .kemajuan Janggan dibuat susah dan ribet mbg hebat,3 weeks ago,0,dah bulat kan menjadi teriliun buat pendidikan janggan pikirkan dana cetak jangan perogram terhambat sama dana kemajuan janggan dibuat susah ribet mbg hebat
@90tub3,efisiensi buat jalan² keliling dunia,3 weeks ago,0,efisiensi buat jalan keliling dunia
@ismadi471,335T cuma jadi tai dikritik dibilang makar kalau dibiarkan bisa2 menghancurkan Negara bikin bangkrut Negara,3 weeks ago,3,cuma jadi tai dikritik dibilang makar kalau dibiarkan menghancurkan negara bikin bangkrut negara
@ibutimbul7280,Diberi skor 11/100 gak ada yg percaya...skrg terbukti kan,3 weeks ago,0,diberi skor gak percayaskrg terbukti kan
@ahmadudin7117,Bubarkan MBG ganti SEKOLAH GRATIS,3 weeks ago,0,bubarkan mbg ganti sekolah gratis
@DudungAbdulgani-v8j,Bahas mbg terus kenapa gabajas supaya per kk dapat gaji 20jt,3 weeks ago,0,bahas mbg terus gabajas per gaji
@sahatjohanes1541,🎉🎉🎉 lbih baik MBG Kop.Merah Putih Bansos dievalusi/dihapus agar APBN terselamatkan utk membiayai roda pemerintahan dan pembangunan infra struktur.!,3 weeks ago,2,lbih baik mbg kopmerah putih bansos dievalusidihapus apbn terselamatkan utk membiayai roda pemerintahan pembangunan infra struktur
@Utang10.000T_bangkrut,"Proyek KKN BGN (badan garong nasional) dibackup mati matian oleh rezim. Anggota DPR, Polri, TNI & Kejaksaan sengaja dilibatkan agar proyek ini tidak ada yang mengendus apalagi mengacak acak. Buktinya 33.000 angka keracunan tak ada satupun pihak yang bertanggung jawab serta diproses hukum*,, *kalau terjadi dijepang misal ada 100 siswa-siswi  keracunan maka minimal seorang Menteri mengundurkan diri, & pemilik dapur sudah diblacklist total. akan tetapi berbeda di konoha, para oknum pejabat saling membackup agar proyek ini jalan terus",11 days ago,2,proyek kkn bgn badan garong nasional dibackup mati matian rezim anggota dpr polri tni kejaksaan sengaja dilibatkan proyek mengendus mengacak acak buktinya angka keracunan tak satupun pihak bertanggung jawab diproses hukum kalau terjadi dijepang misal siswasiswi keracunan minimal seorang menteri mengundurkan diri pemilik dapur diblacklist total berbeda konoha oknum pejabat saling membackup proyek jalan terus
@karina-y4m1q,"Aneh nya nanyak rakyat yg senang MBG, karena rakyat kecil tidak tahu dari mana uang untuk MBG yg penting dapat makan biar kenyang, terutama masarakat yg ada di pedesaan,",10 days ago,0,aneh nya nanyak rakyat senang mbg rakyat kecil tahu mana uang mbg penting makan biar kenyang terutama masarakat pedesaan
@WekaYara,Klo kmu punya solusi laen itu seperti apa?,3 weeks ago,0,klo kmu punya solusi laen apa
@greenvoice-7,Makan gratis uang nya juga dari rakyat2 juga .apa yg gratis,3 weeks ago,0,makan gratis uang nya rakyat apa gratis
@rizkyfauzi2786,"Negara ini mmg sudah hancur, gak ada lagi yg bisa rakyat harapkan. Semua yg ingun berkuasa pasti mengincar uang..",3 weeks ago,0,negara mmg hancur gak rakyat harapkan semua ingun berkuasa mengincar uang
@MagnumFilter-h1j,Proyek Mega korupsi buatan oligarki perusak bangsa,3 weeks ago,0,proyek mega korupsi buatan oligarki perusak bangsa
@MulyadiAda,teruskan mbg manfaatnya nyata anak indonesia   bravo mbg,3 weeks ago,0,teruskan mbg manfaatnya nyata anak indonesia bravo mbg
@laksonoroy5109,Trm kasih MBG.. untuk memberikan kami alasan kuat untuk TIDAK LAGI memilih  pemimpin yg tidak rasional dan  egois dan tidak dengar kritikan RAKYAT.,3 weeks ago (edited),6,trm kasih mbg memberikan alasan kuat memilih pemimpin rasional egois dengar kritikan rakyat
@laodemulyadisyahimabirijal4696,"Wajar saja kalau LSM Celios itu buat pandangan yang sesat tanpa data pendukung realitas... Sebab LSM ini diduga kuat menjadi agen Soros & Kapitalis Barat di Indonesia... Biar rakyat Indonesia benci dgn pemerintah sendiri... 
Jangan mudah percaya dgn rekayasa sesat utk lemahkan Pemerintah RI... Mari kita semua kedepankan nasionalisme Indonesia...",3 weeks ago,0,wajar kalau lsm celios buat pandangan sesat data pendukung realitas lsm diduga kuat menjadi agen soros kapitalis barat indonesia biar rakyat indonesia benci dgn pemerintah sendiri jangan mudah percaya dgn rekayasa sesat utk lemahkan pemerintah semua kedepankan nasionalisme indonesia
@only_one255,Program bancakan duit rakyat yg kpk gk bakal berani mendekat😂😂😂😂😂😂,3 weeks ago,0,program bancakan duit rakyat kpk bakal berani mendekat
@akhmadfauzi6800,"BISMILLAH....,Sekarang Rakyat indonesia CUMA MEMEGANG 2 HAL PRINSIP UTAMA DAN SUDAH TERTULIS DI LANGIT YAITU : (1) JAMINAN PRESIDEN PRABOWO AKAN TEGAKNYA ‘’HUKUM YANG BERKEADILAN’’ DAN (2) JANJI DAN SUMPAH PRESIDEN PRABOWO TIDAK AKAN MENYERAHKAN DAN MELIBATKAN NEGARA RI KEPADA PARA MALING, PERAMPOK KORUPTOR (Sumber Telkompren Hambalang 17 Maret 2026)",3 weeks ago,0,bismillahsekarang rakyat indonesia cuma memegang prinsip utama tertulis langit jaminan presiden prabowo tegaknya hukum berkeadilan janji sumpah presiden prabowo menyerahkan melibatkan negara maling perampok koruptor sumber telkompren hambalang maret
@cokropuspito1144,Pecah belah dan jajah-lah,3 weeks ago,0,pecah belah jajahlah
@kosongsiji-o5m,"prcuma anak kecil banyak yg g mau MBG karena menunya g sesuai ekspektatsi...dan kayaknya g ngaruh pada gizi anak,,tolong d kontrol yg benar masak ada yg dapat cuman nasi,,tahu sama sempol doang khn lawak...",3 weeks ago,0,prcuma anak kecil banyak mau mbg menunya sesuai ekspektatsidan kayaknya ngaruh gizi anaktolong kontrol benar masak cuman nasitahu sama sempol doang khn lawak
@lianguanlianguan355,"Prabowo cukup 1 periode , kl MBG msh diteruskan",3 weeks ago,7,prabowo cukup periode mbg msh diteruskan
@Zanitahiburan,"MBG. Distop salah, gak distop juga salah. Maju kena mundur kena 😅",3 weeks ago,0,mbg distop salah gak distop salah maju kena mundur kena
@KutuKhan6467,"apalah cuma masalah pencatatan doank, panik 🤷 angka itu belum didecrease perhitungan hasil bumi berlebih yg mengakibatkan deflasi, 🤗🤗🤗 auto seimbang 🤝 pendidikan itu utk meningkatkan konsumsi, ya tinggal pindahin aj angkanya, 


ah bodo, 


bubar aj ekonom satu fakultas 😤😤😤
sesad audzubillah,",3 weeks ago,0,apalah cuma masalah pencatatan doank panik angka didecrease perhitungan hasil bumi berlebih mengakibatkan deflasi auto seimbang pendidikan utk meningkatkan konsumsi tinggal pindahin angkanya bodo bubar ekonom satu fakultas sesad audzubillah
@AminF-x3w,Bila negara dipimpin okeh seorang NPD...negara akan hancur....cuma di konoha,3 weeks ago,0,bila negara dipimpin okeh seorang npdnegara hancurcuma konoha
@kahreemrestu5382,"Mbg itu program pembangunan otak...bagus untuk masa depan,...diperbaiki saja pelaksanaannya biar benar2 mengerjakan ekonomi rakyat....belanja untuk gizi otak itu adalah dasar dari pendidikan itu sendiri...aku setuju aja mbg dibenahi aja itu pelaksanaannya",3 weeks ago,0,mbg program pembangunan otakbagus masa depandiperbaiki pelaksanaannya biar benar mengerjakan ekonomi rakyatbelanja gizi otak dasar pendidikan sendiriaku setuju aja mbg dibenahi aja pelaksanaannya
@MassBoe-e4z,Dibuang makanan nya,3 weeks ago,0,dibuang makanan nya
@AmadBinHasan,Seharusnya  pak prabowo fokus dulu hukuman mati para koroptor kropsi supaya negara ini bisa makmur kalau negara ini sudah makmur baru mbg bisa dijalankan itupun harus didata kembali yang layak aja yang diberikan mbg.,3 weeks ago,0,pak prabowo fokus dulu hukuman mati koroptor kropsi negara makmur kalau negara makmur baru mbg dijalankan itupun didata layak aja diberikan mbg
@Scandal_Net,"Baru menjabat sudah nguras duit hasil pajak rakyat hampir 400T,dia  punya kekayaan triliyunan masih tamak,rakus serakah.",3 weeks ago,57,baru menjabat nguras duit hasil pajak rakyat hampir tdia punya kekayaan triliyunan tamakrakus serakah
@stevendaniel8466,Proyek min bukan program,3 weeks ago,0,proyek min bukan program
@InunkParallone,Mendingan seluruh pendidikan di gratisin sih ..,3 weeks ago,0,mendingan seluruh pendidikan gratisin sih
@andhdjfjcnhrjr,Kwkwkwk,3 weeks ago,0,kwkwkwk
@wiry7428,Kelamaan. Praroro 1/2 periode saja,3 weeks ago,3,kelamaan praroro periode
@dolguldur2514,"corone piye, lah wong mbg kopdes merah putih utk lumbung suara 2029, mau gak mau p3k mbg dan pegawai kopdes milih pororo atau ngganggur nanti😅",3 weeks ago,0,corone piye lah wong mbg kopdes merah putih utk lumbung suara mau gak mau mbg pegawai kopdes milih pororo ngganggur
@ZakiahMulyani-yr4gx,MBG buat stunting aja sih,3 weeks ago,0,mbg buat stunting aja sih
@whattimeisit9627,No no ya dua periodeee,3 weeks ago,0,periodeee
@krisdiantoadesaputro5512, @whattimeisit9627  kyknya sebelum masa jabatan abis negara ini udh langsung miskin,3 weeks ago,3,kyknya masa jabatan abis negara udh langsung miskin
@dont_be_a_licker_or_traitor,🗣 M8G ( Miskin 8anyak Gaya ) di saat defisit anggaran dan hutang jatuh tempo dan krisis  energi ❓🤔,3 weeks ago,1,miskin anyak gaya defisit anggaran hutang jatuh tempo krisis energi
@warungkopi1012,"yg tool y tempo mbg kan bisa dinikmati guru juga baik honorer naupun guru pns, juga orang orang yg bekerja di mbg g usah pusing beli lauk pauk kaya kami ni.",3 weeks ago (edited),0,tool tempo mbg kan dinikmati guru baik honorer naupun guru pns orang orang bekerja mbg usah pusing beli lauk pauk kaya
@ArkanRohul,Akibat ketamakan kelompok yg berkuasa,3 weeks ago,0,akibat ketamakan kelompok berkuasa
@mrapolo9946,Semoga program mbg kekal abadi tolong pak agar tak tekor naikan pajak seuruh rakyat pasti semua setuju hidup mbg,3 weeks ago,0,semoga program mbg kekal abadi pak tak tekor naikan pajak seuruh rakyat semua setuju hidup mbg
@whatzittooya144,"Kenyang yang makan, yang nganggur masih jutaan😅",3 weeks ago,15,kenyang makan nganggur jutaan
@rahadiansyahalfaro4941,"Agenda politik,MBG jelas2 bisnis,bukan program pemerintah",3 weeks ago,1,agenda politikmbg jelas bisnisbukan program pemerintah
@AnakSekolah,"Dana Pemda, Dana Desa, Dana Kecamatan, dam Polres pun dipotong gara gara MBG. Luhar Biasa.",3 weeks ago,22,dana pemda dana desa dana kecamatan dam polres dipotong gara gara mbg luhar biasa
@EkoSan-f4r,MBG jalan terus walaupun Indonesia bangkrut,3 weeks ago,24,mbg jalan terus walaupun indonesia bangkrut
@terangbulan1644,"Setuju min.., dgn kata2: ""Program ambisius""😢",3 weeks ago,4,setuju min dgn kata program ambisius
@ImamSusanto-s7v,MBG AGAR PUNYA ARTI SESUAI DGN NAMANYA YAITU BERGIZI..MESTINYA HARUS DI TAMBAH SETIDAKNYA DUA KALI LIPAT BIAR MAKANAN YG DI SAJIKAN BENAR2 BERGIZI..KALO SEMUA PENERIMA MANFAAT SDH MENERIMA SEMUA KURANG LEBIH 420 T MAKA HARUS DITAMBAH DUA KALI LIPAT YAITU 840 T...JGN JUSTRU DI EFESIENSI...HARUS DI TAMBAH..BIAR KITA CEPAT BANGKRUTNYA...,3 weeks ago (edited),4,mbg punya arti sesuai dgn namanya bergizimestinya tambah kali lipat biar makanan sajikan benar bergizikalo semua penerima manfaat sdh menerima semua kurang lebih ditambah kali lipat tjgn justru efesiensiharus tambahbiar cepat bangkrutnya
@antumwae6658,"MBG=Untuk si Miskin????
Si Omon ngawurnya kelewatan.
MBG= Makan Makan Politik???
Iyessss.....
Semuanya istimewah.....
Anggaran 20rb..netes 5rb......
Amsyonggggg",3 weeks ago,14,mbguntuk miskin omon ngawurnya kelewatan mbg makan makan politik iyessss semuanya istimewah anggaran rbnetes amsyonggggg
@nanangrahman9597,"Ga peduli bos, mau matahari terbit dari barat MBG harus tetap jalan dong, kan ini wahyu turun langsunh ke pemimpin konoha",3 weeks ago,0,peduli bos mau matahari terbit barat mbg tetap jalan dong kan wahyu turun langsunh pemimpin konoha
@ss56132,"Bosen lihat berita tempo, isinya yg jelek-jelek doang tentang pemerintah... Tapi yang bagus nya gk pernah apresiasi... Heran...saya...",3 weeks ago,1,bosen lihat berita tempo isinya jelekjelek doang pemerintah bagus nya pernah apresiasi heransaya
@cengbuu14,1 sppg nyaris meraup keuntungan 6jt per hari,3 weeks ago,1,sppg nyaris meraup keuntungan per hari
@mamanpd5341,Gue dukung MBG. Evaluasi terus menerus. Tapi mohon Tempo hasil riset jangan dari Celios saja. Perlu sumber lain.,3 weeks ago (edited),0,gue dukung mbg evaluasi terus menerus mohon tempo hasil riset jangan celios perlu sumber
@kiagengreksapati,"Gak bakal diberhentikan MBG, karena jadi lahan bagi-bagi cuan ke parpol pendukung, utamanya ke partai pak pres sendiri.",3 weeks ago,22,gak bakal diberhentikan mbg jadi lahan bagibagi cuan parpol pendukung utamanya partai pak pres sendiri
@SlashM3tal,"0:05 Cara makan MBG yg bener, dicium dulu, basi gak. Anak kecil aje gak percaya... 🥸",3 weeks ago,6,cara makan mbg bener dicium dulu basi gak anak kecil aje gak percaya
@lloll69,Program buffet ambil duit,3 weeks ago,0,program buffet ambil duit
@dyx_z,"Bukan diefisiensi, tapi distopppp",3 weeks ago,3,bukan diefisiensi distopppp
@jonashikari868,"Inilah salah satu program pemerintah yg dieksekusi tanpa pemikiran, istilah jawanya.... KEPRUK NDISIK PIKIR KERI.
Tidak bermanfaat untuk pertumbuhan ekonomi nasional, tpi sangat bermanfaat utk meningkatkn kekayaan para pemilik SPPG (para politisi), apalagi dg insentif 6 jt /hari utk tiap SPPG.",3 weeks ago,40,inilah salah satu program pemerintah dieksekusi pemikiran istilah jawanya kepruk ndisik pikir keri bermanfaat pertumbuhan ekonomi nasional tpi sangat bermanfaat utk meningkatkn kekayaan pemilik sppg politisi insentif hari utk tiap sppg
@IkhsanUdin-e5m,Salah pilih pemilu,3 weeks ago,0,salah pilih pemilu
@IsmaPutri-r2x,​ @IkhsanUdin-e5m sory yea Bree gua dari awal GHA pilih si gemoy....gua udh tau si gemoy GHA mampu pinpin rakyat,3 weeks ago,2,emsory yea bree gua awal gha pilih gemoygua udh tau gemoy gha mampu pinpin rakyat
@fadliayatullah,"Anaknay bisa makan beracun 1x sehari, orang tuanya dirumahkan",3 weeks ago,0,anaknay makan beracun sehari orang tuanya dirumahkan
@galihbrata2588,Yg dipotong dana penting atau dana hura hura bang? Yg ribut ini sebenarnya rakyat atau perwakilan rakyat yg jatahnya kepangkas Habis?,3 weeks ago,0,dipotong dana penting dana hura hura bang ribut sebenarnya rakyat perwakilan rakyat jatahnya kepangkas habis
@Landung-y3z,"​​ @galihbrata2588 
Dana pendidikan dipotong sekitar 223 triliun.dana kesehatan juga dipotong sampai KIS pada diblokir.kurang penting apa.orang miskin mana yang mampu bayar sakit apalagi sampai operasi bisa puluhan juta",3 weeks ago (edited),4,dana pendidikan dipotong triliundana kesehatan dipotong kis diblokirkurang penting apaorang miskin mana mampu bayar sakit operasi puluhan juta
@ridwanpurwanto4190,"Yg bagus nya 2 berita 98 nya berita jelek, buka mata 😂",3 weeks ago,0,bagus nya berita nya berita jelek buka mata
@muhammadrizqi6834,"Namanya juga tempo, kan yg biayain George Soros",3 weeks ago,0,namanya tempo kan biayain george soros
@ridhobaihaqi144,"​ @muhammadrizqi6834 
Namanya juga antara, tvri, rri, kiky khoto, naratif, news cinema, gnfi, goodstats, indonesiabaikid, amanda channel, jojon pulang sekolah, perspektif, sudit pandang, doczon, latem, angka & data channel, tarik tuas, sea5, the wanderer, sunarti indrawan, kang onoy, winwannur, garudajapan, mass iky, zainalstory, mister fakta,  mr. Bas, ninja sawit tv, dsb.

Kanal2 propaganda pemerintah dibawah biro sensor dan propaganda ""komdigi"".",3 weeks ago,0,namanya tvri rri kiky khoto naratif news cinema gnfi goodstats indonesiabaikid amanda channel jojon pulang sekolah perspektif sudit pandang doczon latem angka data channel tarik tuas sea the wanderer sunarti indrawan kang onoy winwannur garudajapan mass iky zainalstory mister fakta bas ninja sawit kanal propaganda pemerintah dibawah biro sensor propaganda komdigi
@muhammadrizqi6834,Mana mau mereka bergerak kalau tidak ada anggarannya😂,3 weeks ago,0,mana mau bergerak kalau anggarannya
@KursusAcEPTLPA,Perlu dijadikan prosedur standar nasional cara makan MBG. 😅,3 weeks ago,3,perlu dijadikan prosedur standar nasional cara makan mbg
@rollersoze,"banyak kasus keraacunan, malah keracunannya di Jakarta. kalau punya anak mending kalau di kasih MBG bawa pulang atau buang saja",3 weeks ago,0,banyak kasus keraacunan malah keracunannya jakarta kalau punya anak mending kalau kasih mbg bawa pulang buang
@ridhobaihaqi144,"Waspada Tempo!
Di grup chat buzzer lagi masif untuk serang yang kontra dengan pemerintah.

Salah satu narasi mereka... ""cendol lima ons"" yang merupakan olokan kepada CELIOS.",3 weeks ago,1,waspada tempo grup chat buzzer masif serang kontra pemerintah salah satu narasi cendol lima ons merupakan olokan celios
@reva8811,"hasil dr tambang batubara ,nikel ,freeport ,kelapa sawit kemana???",3 weeks ago,1,hasil tambang batubara nikel freeport kelapa sawit
@choiron_23,mana mau prabowo mengurangi anggaran mbg,3 weeks ago,34,mana mau prabowo mengurangi anggaran mbg
@haloneeto,Jangan ganggu MBG !! minta di siram air keras lagi celios,3 weeks ago,1,jangan ganggu mbg minta siram air keras celios
@sergio.jr.neno13,Yg 1jt berlimpah ruah ratusan juta org kesusahan,3 weeks ago,1,berlimpah ruah ratusan juta org kesusahan
@win_kaya2024,Bu bar 2030,3 weeks ago,1,bar
@AnggelPutraPratama28,"MBG itu adalah program penting untuk pertumbuhan anak bangsa.
Harusnya pajak dinaikkan demi mendapat anggaran baru.",3 weeks ago,1,mbg program penting pertumbuhan anak bangsa harusnya pajak dinaikkan mendapat anggaran baru
@gd1529,Saya lebih percaya dengan bennix daripada tempo Media bayaran soros,3 weeks ago,0,lebih percaya bennix tempo media bayaran soros
@boyz7730,"Sudah berapa sekolah yang menolak MBG dalam bulan ini? Kemana makanan itu berakhir, tempat sampah kah?",3 weeks ago (edited),1,berapa sekolah menolak mbg bulan makanan berakhir tempat sampah
@achmadnk2605,"Menurutku dana BOS lebih masuk akal dan adil daripada MBG karena dana BOS hanya diperuntukkan bagi siswa siswi dari keluarga kurang mampu, tinggal pengawasan nya saja lebih ditingkatkan agar lebih tepat sasaran.",3 weeks ago,0,menurutku dana bos lebih masuk akal adil mbg dana bos diperuntukkan siswa siswi keluarga kurang mampu tinggal pengawasan nya lebih ditingkatkan lebih tepat sasaran
@Oreogus,Kemenag 75T itu buat apa saja ya gess? Saya yg cuma petani masih... Damn!!,3 weeks ago,0,kemenag buat apa gess cuma petani damn
@josephwu2081,"Walaupun negara harus bangkruk pun ,MBG sudah harga mati!!!.harus tetap berjalan.
Klau pun harus ""menjual"" harga diri negara itupun pemangku kepentingan lakukan demi MBG..ngerii banget negeri ni",3 weeks ago,9,walaupun negara bangkruk mbg harga matiharus tetap berjalan klau menjual harga diri negara itupun pemangku kepentingan lakukan mbgngerii banget negeri
@tomodachidisco,Pemerintah wajib mengalokasikan anggaran pendidikan minimal 20% dari Anggaran Pendapatan dan Belanja Negara (APBN). Ternyata cuma -+11%? Sisanya MBG? Wow,3 weeks ago,36,pemerintah wajib mengalokasikan anggaran pendidikan minimal anggaran pendapatan belanja negara apbn ternyata cuma sisanya mbg wow
@tomodachidisco,"Masih ingat janji2 kampanye beliau apa saja? Selain MBG? Tolong yg pilih beliau, tagih janjinya.",3 weeks ago,4,ingat janji kampanye beliau apa mbg pilih beliau tagih janjinya
@narakutv869,Hidup sawit😅,3 weeks ago,0,hidup sawit
@private11-g3i,"Jika parpol dan anggota Dpr diam terkait program² yang menggerus fiskal negara karena tersandera oleh politik, maka hanya Masyarakat sipil yang peduli nasib bangsa dan Mahasiswa lah yang bisa menghentikan kekacauan ini",3 weeks ago,13,parpol anggota dpr diam terkait program menggerus fiskal negara tersandera politik masyarakat sipil peduli nasib bangsa mahasiswa lah menghentikan kekacauan
