clean_text,sentiment
program nambah maling baru gratis 🤣🤣🤣🤣 program=proyek,negative
smoga para pemimpin negeri ini tahu sendiri butkan cuman dari laporan saja....😂😂😂,negative
"betul sih,dulu pernah ada yang sistemnya seperti kdmp,pas jaman suharto,namu gagal tidak berlanjut,",negative
ekonomi ancurrr,negative
mantap !! tempo ttp independent . penguasa mmg biasanya arogan. harus terus dikawal !! spy indonesia sehat !!,positive
"yang jelas mbg ini anggarannya adalah bahan dan barang habis pakai yang rawan dan gampang untuk mark up dan memainkan vomule belanja, apa lagi pihak 3 yang menyediakan bahan bisa di ajak kerja sama dipastikan ladang korup😂😂😂",negative
"program makan bergizi apa di jlnkan di seluru wilaya indonesia ataukah di daerah"" / wilaya"" tertentu ? klu memang merata di semua wilaya ko tidak terasa .. !!!",negative
"masih mending batam bang,sy 14 tahun kerja disana,skrng kerja dibandung lebih parah kerja 12 jam tanpa pembayaran lembur",negative
"di permukaan itu mbg, d bwh permukaan itu danantara wkwk",negative
maju terus kami medukung,positive
"ini yang aku suka dari masakan tempo, bikin enak dinikmati.",positive
guru kan sipilnya pemerintah.orang tua murid bisa ambil langsung uang kess dari sekolah. sudah uangkan saja laaa.,negative
"proyek makan bergizi gratis adalah ""disain"" proyek yang sukar di periksa bisa terjadi korupsi. karena barang yang dihasilkan sudah ada di dalam perut. bila kualitas di kurangi atau volume makanan dikurangi mana mungkin korek2 perut siswa atau eek siswa untuk memeriksa hasil pekerjaan proyek 😂😂😂. emang kpk mau investigasi eek siswa penerima mbg 😂😂😂😂",negative
bagi2 duit rakyat untuk dikorupsi....,negative
ekonomi mundur,negative
wkwkwkw....makan to makan gratis 😂😂,negative
"mnding uangnya aja,,,kan lumayan ngurangi anggaran👉🫵",negative
program mbg jangan sampai jadi proyek pemerataan korupsi.,negative
"prabowo pernah mengatakan """" selama 20 tahun tidak berkuasa asetnya mandek."""" apakah sekarang saatnya dia mengembalikan aset yang mandek.? tanyakan pada mobil yang bergoyang.",negative
ujung2nya jualan program dan dapat komisi...😂😂,negative
ngga heran,neutral
pantesan ngotot apapun yang terjadi mbg harus jalan terus. ternyata ada udang di balik bansos 🤭🤣🤣,negative
"anak² banyak yang tidak suka makan mbg. mending jajan di kantin sekolah. akhirnya mbg mubazir. kebuang². kami guru sering bawa pulang mbg. dibagikan ke tetangga yang membutuhkan ( bila makanannya masih layak). kalau tidak layak, ya buat makan ayam... mbg sangat tidak efektif. gaji karyawan mbg sama dengan asn. kami guru swasta yang sudah berjuang lebih dari 30 tahun, gaji masih di bawah umr. sangat miris.... tolong perhatikan kami, guru swasta , pak prabowo.... kebijakan yang sedikit lebih cerdas ya, pak.... 🙏",negative
tolong dibuatkan list penyandang dana dari bocor alus dan tempo group,neutral
maruk kekuasaan aji mumpung waktu belum berkuasa teriak teriak nya tidak habis habis. ingat ; di mana tanggung jawab mu. 2030 nkri bubar,negative
"ngeri..semakin kaya manusia itu semakin serakah dinegeri ini, tak adalagi perbedaan halal dan haram, ada kesempatan sikat.",negative
ah perasaan mu aja itu krna iri sm mbg😂,positive
mudah ditebak,neutral
semangat terus dan konsisten kerja2 bocor alus tempo dalam meningkatkan profesionalisme dalam menyampaikan jurnalnya dg harapan keperyaan masyarakat makin kuat. by : aktivis lsm-gemah kab. makalengka.,positive
maruk kekuasaan aji mumpung waktu belum berkuasa. teriak teriak nya tidak habis habis. ingat ; di mana tanggung jawab mu. 2030 nkri bubar,negative
soros,neutral
yang memaksakan proyek sengketa nasional itu sebenarnya siapa ya....? presidennya atau para pendengung-pendengung yang aji mumpung...... 🤔🤔🤔,negative
btul,neutral
"betul, pasar di tempat saya sepi banget, tapi kalo sekolah libur malah pasar rame",negative
"setelah proyek food estate sekarang proyek mbg, luar biasa bukan omon2 lg ini 😏",negative
setuju bunda,positive
"prabowo ini memalukan pendukungnya , malu booos saya .",negative
iya lah..emang rakus tuh kroni bowo..komut pertamina aja bisa loh dijabat orang yang tanggung jawab kematian kanjuruhan,negative
"proyek mbg, proyek tuk mberi pekerjaan wapres..",negative
"mantap tempo. langganan tahun ini saya perpanjang. selain informatif, tempo sukses bikin buzzerp, ternak dan majikannya kejet-kejet tertampar fakta yang selalu disangkal 😊",positive
up,neutral
kakek kakek disuruh jadi pemimpin ya begini. '. di berakin sama lingkarannya... pain in the ass,negative
tempo gasss tancaapp mantaap,positive
"diduga masing masing pendukung prabowo yang belum dapat jabatan, dan uang inilah mereka dikasih kerjaan buat yayasan makan bergizi gratis, biardapat cuan lah setuju namanya juga usaha jasanya dulu",negative
it’s official. i’ve subscribed tempo digital. yearly subscription! ini karena penasaran aliran keuntungan mbg ke mana aja. saya juga mendukung keberanian tempo untuk terus menyediakan jurnalisme berkualitas.,positive
bongkar terusss mantap timmmmm 😂😂😂😂😂😂❤,positive
di indonesia itu proyek pemerintah apapun ya akan dinikmati penguasa dan kroni kroni nya apapun itu proyeknya..jd udh tidak aneh ya bukan ini aja bisa dikatakan semua proyek ya begini...emang tidak ada yang bener di konoha sih...jd tidak perlu di framing ko semua penguasa sama aja siapapun pemimpinnya...maap maap kita sudah susah percaya dgn penguasa,negative
"ane bukan pendukung mulyono, tapi tidak penting bahas ijazah dia, tidak ada kepentingan publik yang diperjuangkan. mending bahas beginian yang kaitannya sama masyarakat luas.",neutral
kroni - kroni.,neutral
"manusia bisa bohongin manusia, amat sangat pasti nya tidak bisa menipu dan membohongi allah swt.",neutral
ntahlah kenapa tidak belajar dari proyek bansos covid yang dikorupsi kemarin. masih ada aja bantuan berupa non tunai.,negative
"makan bergizi belum bayar, rakyat di cekokkin dgn makanan haram,, kasihan pengolah makanan dgn usaha nya kandas belum di bayar emang penipu?jokowi aja kontraktor jalan tol belum dibayar sama dgn program prabowo gibran",negative
mesjid dkt daerah gue(jkt timur)udah 3 thn ini ngadain makan gratis (siang)tiap hari kec.minggu itu ngga pernah ribut dan terus berjalan itu jogokariyan masjid di jogja juga mkn gratis mrk jg udah lama dari dana masyarakat ngga riweuh... walaupun skala kecil tapi dana yang berputar juga besar lhoo,positive
tempe kali…,neutral
ooh terjawab akhirnya knp sekolah bi bogor yang termasuk sekolah elite di bgor. dpet mbg di kloter pertama sejak januari sampe skrg. 😢,negative
pastilah.....yg bangun dapur umumnya kontraktor besar....,negative
"dari awal saya sudah yakin ini hanya akan jd bancakan proyek dan saya yakin kolusi, korupsi dan nepotismenya ada di program/proyek ini.",negative
"itu narasumber,...koar-koar jangan2x gegara tidak kebagian kue mbg kali yha, he he he",neutral
"program mbg untuk masa depan anak anak kok diproyekkan, entar sampai di sekolah tinggal tulangnya aja,",negative
"saya mahasiswa, lagi riset pasar sayur2ar, jelas, yang diuntungkan dari mbg itu : 1. org2 yang bergerak di sektor agraris dan bahan baku makanan (nelayan, peternak, petani), harga sayur stabil, daya serap bahan baku makanan nya tinggi sekali, fluktuasi harga tidak separah sebelum mbg dulu. sangat membantu rakyat kecil dan umkm. bahkan sangat berpotensi mengembangkan ekonomi indonesia sektor agraris 2. anak2 sekolahan, yang tadinya malas2an ke sekolah, sekarang jadi rajin, keenakan malah, di sekolah dikasih makan. enggak perlu bawa bekal, enggak perlu jajan, enggak ada jajanan micin, gizi udah diatur, enak amat... 3. pengelola dapur mbg nya, dan pengurus2 nya, enggak mungkin kan kerja enggak digajih, pembentukan lapangan kerja baru. jadi mbg itu sangat dasyat dampak positifnya, dan pengusungnya pasti orang genius",positive
majalah tempe,neutral
"sabar ya, bang b4b1 b4b1 mulyono mulai berkeliaran disini 😂😂",negative
"mangkanya rezim sekarang ngotot untuk makanan geratis ,rupanya ladang bancakan kalau memang mau membantu yang kurang gizi seharusnya di bagi secara langsung bukan pukul semua rata tapi di koropsi bisa gendut anggaranya",negative
seumur saya cinta yotuub baru x ini saya subcribe cenel tempo ..sekarang tayangan tempo ..lagi lurus😂😂😂😂😂,positive
proyek mbg hanyalah topeng untuk sarana prasarana di 2029 nanti mbg juga menjadi lumbung korupsi para pejabat biadab,negative
kangen cica ❤❤❤,neutral
"susu full cream pun lamgka di pasaran,diborong dalam partai besar untuk mbg",negative
"di kota banjar anggota dewan gerindra buka dapur juga, ketua partai demokrat banjar koalisinya juga bikin dapur.... ketua grib banjar juga bikin dapur",negative
itu belum yang dikorupsi pembelian sayur dan kebutuhan pokok dari ambil keuntungan masing² item dikasih yang dimasak sayur² tidak fresh.,negative
semakin besar korupsi mbg orang murid pada pulang kampung belajar tidak full.. omon omon kan sudah terang benderang tidak bisa di kritik.. contoh saja di hadapan publik mengatakan.. tolong kumpulkan video video yang menghina mbg biar saya tonton tiap malam.. presiden macam apa ini.. di sisi lain mengatakan silahkan di kritik.. nyata nya marah uuueee..,negative
awet sejak dijajah belanda broo 👊👊,neutral
maju tak gentar membela yang benar. good job tempo,positive
itu omongannya sri muyani yang bilang ekoomi akan berjalan karena mbg ini..,positive
yang jelas yang dapat untung dia yang punya modal. .,negative
"10rb jadi 8rb itu masih normal, kan perlu beli produksi bayar karyawan",positive
untuk apa gunanya yayasan kenapa nga bgn aja langsung menunjuk para pengusaha kecil umkn yang ada didaerah dgn porsi masing2 500 siswa.,negative
"mana bantahan dari meraka yang terlibat ??? , klu ini benar tim bocor alus top banget... harus dihentikan",negative
hapus mbg . ganti dengan uang,negative
selamat datang di : -negeri jutaan koruptor -liga korupsi nasional -,negative
prabowo tidak pantas jadi presiden ri lah,negative
mending gaji ibu² lah,neutral
saya kira infrastruktur di negara wakuwaku yang krg bagus & berantakan karena tidak ada anggaran. tapi ternyata buat ini ada,negative
"tujuannya dari mbg dan kdmp hanya 1 yaitu menjadi presiden 2 periode, untuk bisa mencapai itu maka akar rumput perlu dipelihara dan diberi pupuk selama periode 5 tahun kedepan berbasis dana desa dan dapur mbg, konsepnya desa wajib mendukung 72 bulan pinjaman berbunga melalui kdmp yang berdampak pada tersendatnya pembangunan strategis desa, terpangkasnya honor kader-kader desa, menurunnya pendapatan pedagang kecil yang berpotensi meningkatkan pengangguran, sementara mbg wajib menyediakan dapur gizi yang berpotensi memberi keuntungan bagi pengusaha dan berdampak pada menurunkan pendapatan pedagang jajanan keliling, pedagang makanan industri rumahan, yang justru meningkatkan kekurangan gizi bagi keluarga kecil yang hanya bergantung pada dagangan keliling dan industri rumahan... kesimpulannya adalah menciptakan lapangan kerja untuk meningkatkan pengangguran demi menjadi presiden 2 periode, sungguh penjajahan oleh bangsa sendiri itu lebih menyakitkan",negative
proyek ini ditetapkan msh dimasa jkw berkuasa,negative
turunkan presiden prabowo/rubah program mbg menjadi tf anggaran langsung ke yang mendapatkannya setiap 1 bulan pencairan,negative
tempo selalu masak bagus,positive
semoga allah memberikan keamanan bagi tim tempo,positive
memang benar s3kali m3nurut info yang kami dpt program mbg adalah proyek yang di kuasai oleh kroni kroninya.keluarga .pengurus partai serta para tmsukses dan setiap siswa fi buat prabowo rp 500,negative
buat teman yang belum subrek cepat subrek ogah,neutral
daerah2 makin susah krnh program mbg peras uang2 dari daerah2...huh parah,negative
mumajir tidak bakalan dimkn..... buka puasa banyak mkn yang enak bikinan ibu ya masing2.......,negative
"wowo & kroninya nikmati anggaran proyek mbg, hancur apbn 😂",negative
priska?,neutral
gerinda berkuasa bagi2 kue,negative
semangat tempo 🎉🎉,positive
"menurutku wajar , karena jika dikelola oleh oposisi bisa jadi di sabotase😡",negative
beh ...,neutral
"akibat memiliki pemimpin yang giveaway sudah terlalu uzur, pikun, .....sehingga mudah dikendalikan oleh kroni-kroni laknatullah",negative
mantap wartawan tempo sehat sehat semua y,positive
syalom maaf. kalau komen sta tak brapa bagus mengenai proyek makan. gratis apa ka tidak. repot dan apakah bisa kalau. sekola. gratis kulia. gratis jadi perintah. hanya bayar sekolah jadi tidak repot la dapur dapur lebih. baik. sekola. gratis tidak repot. lagi masak jadi uang sekola. orang tua masing masing. belikan. makan an. bergizi.,negative
jgn ada pajak bener gtu om lebih baik,negative
para tikus bin koruptor yang di untungkan rakyat yang keracunan,negative
"ditempat daerah saya , saya belum mendengar dimana ada mbg.... tapi disekolah anak saya malah tiap senin awal bulan bawa bekal dari rumah... hahahahaha....",negative
kan gibran bilang binatangnya digemukin ..... binatng binatng piaraannya mulyono .. kemren pd muncul di solo waktu lebran,negative
semoga tempo ini panjang umur bersama para stafnya....amiinnm....,positive
😂😂😂😂 tidak usah aneh mbg bisnis gaib,negative
"maaf iya…., gerindra mmg rakus……jangankan juragannya jadi presiden….. jadi menteri saja sdh jadi garong",negative
gibran dan jokowi pun dg diam2 mengumpulkan data untuk menyandera sang gemoy dkk di masa depan.😂😂😂,negative
hati2 demi gibran presiden.....,negative
alokasi infrastrustur terhambat demi mbg yang dampakny tidak maksimal,negative
dih,neutral
wowo2.....mbg.....mubazir....,negative
potong rambut gondrongnya om... takut dikira maak lampir,negative
sdh ketebak dari semenjak proyek mbg ini sdh berbau nepotisme..... parah pokoknya..,negative
presiden prabowo bilang keracunan masal mbg jangan dipolitisasi padahal ini program janji politinya prabowo kalau banyak pendukungnya atau timsesnya di bgn atau sppg udah pasti kan dalam politik tak ada makan siang gratis sebuah janji kampanye yang harus diberikan jabatan ketika terpilih jadi presiden,negative
"hayo anak muda "" buatlah skema visi besar "", jangan hanya misi misi yang tehnikal, apalagi yang di politisasi",positive
pidato berapi api kinerja nol besar...omon om....on.,negative
❤,neutral
"​​ .m-mg8mo mbg, program bikin eek😅😅😅sarang korupsi",negative
"sudah diduga, program-program nya, hanya buat bancaan sebagai balas budi ke penjilat nya, duit rakyat dirampok buat kepentingan nya untuk berkuasa..",negative
😂😂😂😂 tidak jelas jeluntrunge probolinggo kab kota kapan dimulai makan bergizi pakai uang rakyat ?,negative
inilah kelompok pemenang maka ugm suka meski soal izasah asli.,neutral
"kalian ini pada nyinyir goblok otak dangkal, ini program jangka panjang untuk masa depan anak2 ri yang kurang pasti juga d perbaiki, cnn ini asal bacot aja",positive
mbh adalah ladang bisnis bagi mereka2 yang berduwit. bagi pedagang keliling mbh adalah neraka,negative
"kami sbg penjaga sekolah punya kantwn sekolah, jadi gulung tikar setelah ada mbg",negative
bentar lagi hilang/di takedown tidak sih ni video ???? ngeri salut sama keberanian tempo,positive
ayoo! jurnalis bocor aluuss tempo! masak yang enaakk! goreng ampe mateng tuh berita2 yang membuka mata rakyat! apa yang terjadi dng pemerintahan ini!! 👍👍,positive
mbg jalan di tempat lom siap uda maksain..dasarrrr. yang kerja juga timses tingkat kelurahan..ga adil sppg .bgn diangkat asn ...duhhhadehhh..wowo ...wooi😂😂😂,negative
mbg banyak membunuh pelaku ekonomi kecil yang jumlahnya jutaan karena jualanya ndak laku yang biada jualanya di dekat sekolah aduuh kasihan ya rakyat kita,negative
"'kabar bahagia dari luar negri' yang sdh puluhan tshun melaksanakan free meal. kabar sedihnya, sekolah macam al izhar & muhamadiyah 'dipaksa' ikut program ini, pdhl makan siang sdh dilaksanakan sekolah2 itu",negative
"berfikir positif saja, presiden pasti punya rencana baik untuk rakyatnya. semua program diawal pasti ada persoalan, kita sebagai masyarakat mendukung & mengawasi agar program berjalan dg baik.",positive
"mbg=mitra bancakan gemoy,,,nih proyek buat cariin duit buat timses gemoy 😂😂😂",negative
sudah diduga yang makin bergizi ya rek para hulu balang.,negative
dimana beritanya bang?,neutral
apakah tempo di di danai asing jangan menjadi penghianat bangsa,negative
"saya mahasiswa di korsel, bahagia sekali dg program sarapan subsidi (seharga 1000krw setara 12k idr) bagi mahasiswa. sistem pendanaannya 1000 won dari mahasiswa, 2000 won subsidi oleh pemerintah, sisanya oleh kampus. dibentuk badan khusus (ombudsman sarapan 1000 won) yang berlaku sebagai pengawas utama program ini. jadi ada lembaga masyarakat khusus yang mengawas alih2 sistem sentralis seperti bgn di indonesia. sebenarnya program ini muncul untuk meningkatkan konsumsi beras di korea yang mulai menurun di kalangan muda karena perubahan budaya kuliner agar ada pasar tetap bagi pertanian gabah korea. tapi fokusnya mulai berubah menjadi penyediaan makanan murah bagi mahasiswa dg budget biaya hidup yang keciilmakanya yang dahulu harga 2000won dipotong lagi menjadi 1000 won mulai 2023 yang selisih itu dibiayai oleh pemerintah kota/daerah. di kampus saya ditunjuk tender untuk program ini sekaligus sebagai kantin umum. sistemnya pukul 8-9.30 pagi sarapan 1000 won, dan seterusnya untuk kantin biasa dengan harga 7000 won yang tentunya memiliki menu yang berbeda. menunya setiap hari berbeda, umumnya 2 jenis nasi (nasi hitam&putih), 1 menu protein (babi/ayam/daging proses), cabbage kimchi, 1 menu sayur segar, salad lettuce, dan sup hangat dengan sistem makan all you can eat dapur sangat higenis (standar dapur korea memang tinggi) dan dapur harus lolos haccp dengan sertifikat yang selalu diperbarui",positive
"tidak masuk logika mbg,mending cetak sawah, bendungan jembatan,dan energi listrik ,yakin masarakat pasti maju.kadi makan amburadul,habis makan terus di berakin .70 triliun kl bangun listrik di daerah dengan sistim subsidi pasti maju indonesiaku ini",negative
"kalau uang mbg dibagi rata semua ke penduduk indonesia, masing2 dapat 1.100.000 setahun, kalau dikasih ke orang miskin saja, bisa 10 kali lipatnya.",negative
biar tetap jalan koripsinya,negative
kroni george soros siapa hayoh,neutral
mantap bosssss😂😂😂😂😂,positive
tidak usah berharap bnyak sama rezim ini..,negative
tunggu masuk forbes ya 😂,neutral
"ini namanya bukan membuka lapangan kerja. ini pesta bagi2 duit rakyat untuk penguasa. gizinya? alah, lebih bergizi dan higienis masakan rumah sendiri.",negative
wadioooooo,neutral
mending zaman jokowi,negative
"tolong kasihani orang kantin, mereka udah main santet2an, eh datang mbg lagi.",negative
bocor halus please bahas ijazah jokowi.,neutral
"sedang cari data,",neutral
"hallo admin,,,,,tolong di telusuri gimana kelanjutan korupsi pertamina,,,,,apakah hanya berita viral saja ????kenapa beritanya hilang di telan bumi?????",neutral
mbg sangat bermanfaat di desa kami,positive
kemungkinan ini jelas² proyek karena sekian besar dana mbg tapi peruntukannya unt makan gratis sangat kecil,negative
"mbg tidak ngaruh ke perbaikan rakyat kecil malah bikin masalah ke rakyat kecil udah penuhi kebutuhan sembako murah,lapangan kerja ada, sekolah gratis,berobat gratis",negative
kalo partai yang berkuasa itu partai banteng. apakah tempodotco dan bocorhalus akan tetap mengkritik pemerintah?😂,neutral
tempo ! enak didengar dan lucu 😂 ❤❤❤🎉,positive
sini mbg udah tutup langsung dikasih uang👍👍👍👍👍👍,negative
"jelas lah ,orang parpol dan pendukung baru du subcont ke yayasan ,baru ke pelasana cathering ,ujung2nya pelaksana cathring kebagian sedikit,low budget ,akibatnya makanannya kurang kualitasnya",negative
"benar.....merusak pasar...mematikan kantin sekolah,pedagang kecil jajanan di depan sekolah,pedagang2 sayur dll...semua pada bangkrut...padahal itulah sumber penghasilan mereka yang adalah rakyat kecil....yg untung pengusaha besar...jadi ada benarnya bhw ini konsolidasi politik terutama untuk pemilu selanjutnya...mohon di luruskan....ktnya negara melindungi rakyat kecil..tp prakteknya nihil .....mereka termarginalkan total....jadi tolonglah...tolong mereka ...!!!!!!",negative
harga telur meningkat sejak ada mbg ini,negative
omon-omon makan tidak banyak gizinya gratis,negative
"voters 02 harus bertanggung jawab. jangan malah diem2 bae dan lempar tanggung jawab. saatnya bersuara, kl perlu turun ke jalan sblm negeri ini bener2 bubar.",negative
"mari bijak dalam memposting konten di media sosial, karena setiap unggahan dapat berdampak pada opini publik dan memengaruhi stabilitas sosial.",positive
jurnalis micin propokator,negative
negara ini sudah benar2 tidak tertolong 😂,negative
heran...dipaksakan banget jelas2 kurang efektif..🙄,negative
​ lha...ini yang fitnah muncul...,negative
"bgtu lachh kemarin kan koroni2 jokowi, skrg kroni2 probowo",negative
lebih setahun mbg akhirnya terbukti... opini tempo ini benar sejuta persen!!!!!,negative
"kayaknya boleh tuh sebagai alternatif ""main apa kita hari ini?"" jadi ""masak apa kita hari ini? """,neutral
"di kalteng juga, terutama di kota palangka raya, juga orang partai gerindra juga",negative
artinya beda2 tipis dg regim sebelumnya ya?? gimana mau maju nkri klo semua ujung2nya proyek bukan program...haaaddeeuhh..🙏🙏,negative
korupsi mbg subuuuuur!!!!!😡😡😡😡😡,negative
pemerintah hancor,negative
mbg merupakan program politis yang sangat cerdas untuk mengikat calon pemilih pemilu di tahun 2029 yang kedepan akan jadi pemilih pemula yang rata2 pelajar,negative
emang iyaaaa .... 😂,neutral
"di negara ini itu ada pepatah"" dimana ada proyek disitulah pasti ada korupsi 😂",negative
mbg proyek untuk pendukung prabowo gibran... uang ratusan trilyun rupiah di bagi bagi ke mereka2 juga.. terima kasih tempo👍🙏,negative
kurang evektif.,negative
kemarin ada paslon yang mau fokus ke pendidikan malah tidak kepilih 😅,neutral
"kami yang biasanya dagang di sekolahan, umkm, menangis mau mengadu sama siapa y 😇",negative
"bahasa sarkas, tapi sedihhh dengernya 🥺",negative
"klo saya di indo mah,pgn bget langganan majalah tempo",neutral
"mbg tak akan meningkatkan konsumsi bahan makanan karena tanpa mbgpun anak2 indonesia tetap makan. mbg hanya memindahkan rejeki banyak orang spt penjual cilok, cimol, cireng dan semcamnya serta pengelola kantin sekolah yang jumlahnya banyak sekali berpindah ke pengelola dapur sppg dan karyawannya yang jumlahnya jauh lebih sedikit. mbg menciptakan sedikit lowongan kerja dan menimbulkan banyak pengangguran baru. selama ini kita dicekoki logika sesat prabowo",negative
​ untung nya segunung 😂😂😂,neutral
studio bocor alus yang baru lebih cozy sih,neutral
alhamdulilah uang saku anak utuh😂😂😂,positive
salah pilih presiden sepertinya😂😂😂😂...kroni cendana kok dipilih ya hancur sudah 😂😂😂,negative
ada udang di balik proyek,negative
studio nya lebih enak yang kemarin2 terlihat natural dengan karyawan yang bolak balik kesana kemari...tapi tidak penting lah yang penting kan berita yang disampaikan 😁,positive
hasil masakan tempo selalu pakai bumbu penyedap dlm jumlah banyak. mungkin takut dagangannya tidak laku kalah bersaing dg masakan sebelah yang non msg.,neutral
"berapa lama lagi, tuhan, aku berteriak, tetapi tidak kaudengar, aku berseru kepada-mu: ""untuk ""membukakan hati oknum bareskrim polri & oknum jpu kejaksaan agung yang telah berlaku zalim"" terhadap korban kerugian uang perkara robot trading net 89, agar mereka dapat ""merasakan iba dan belas kasihan"" terhadap korban kerugian yang telah menderita (secara ekonomi, sosial, kesehatan dan psikologis) telah 3 tahun . restorative justice adalah solusinya buat korban net89. kami minta aset dan uang yang ditahan pihak penyidik dan jaksa yang berkeras p21, segera dikembalikan . itu hak kami uang kami. tanganmu yang teracung tuhan ,bekerja dengan kuasa dan mukjizatmu. mengapa engkau memperlihatkan kepadaku kejahatan, sehingga aku memandang kelaliman? ya, aniaya dan kekerasan ada di depan mataku; perbantahan dan pertikaian terjadi. itulah sebabnya hukum kehilangan kekuatannya dan tidak pernah muncul keadilan, sebab orang fasik mengepung orang benar; itulah sebabnya keadilan muncul terbalik. mata-mu terlalu suci untuk melihat kejahatan dan engkau tidak dapat memandang kelaliman. mengapa engkau memandangi orang-orang yang berbuat khianat itu dan engkau berdiam diri, apabila orang fasik menelan orang yang lebih benar dari dia? bukankah engkau, ya tuhan, dari dahulu allahku, yang mahakudus? engkau allah yang adil dan bertindak menolong kami. terpuji lah tuhan amen amen amen",neutral
"saya rakyat biasa, netral, saya tidak serta merta mempercayai ini, boleh tidak, pimpinan bgn juga di panggil ke podcast ini, supaya bisa melihat dari 2 sisi juga, jadi bingung kalau gini, sebetulnya mbg ini sangat bermanfaat untuk anak2 yang tidak mendapat uang saku di sekolah😢",negative
"para pejabat tidak percaya hari akhir , ingat ada hisab",negative
majalah tempo versi cetak dimana mendapatkan nya ya?,negative
maksa beneerr mbg ttp jalan slm ramdhan,negative
bisa tidak si jadi presiden.,negative
lebih baik buzzer dibandingkan jadi “antek”/“kacung”/herder kepentingan asing!! herder asing membuat bangsa ini selalu dijajah! penghianat2 ini akan membuat bangsa ini bangkrut!!,negative
malah parah ekonomi parah total mati kutu para pedagang kecil kita,negative
mkn gratis tidak cukup buat meringankan beban org tua 👃,negative
"semenjak awal mbg sdh diperkirakan menjadi lahan bancakan tindak korupsi yang memakai nama program untuk rakyat, mbg bukan menyangkut makan bergizi tapi menyangkut cuan yang begitu besar jadi masalah keracuan yang terjadi bagi mereka adalah egp dan yang penting gue happy !!!",negative
"di mana ada kebijakan pemerintah, disitu ada celah bagi para koruptor.",negative
betul,neutral
hidup tempo,positive
ya siapa lagi yang makan duit program makan gratis kalau hukan kroni2 prabowo. makanya mati2an prabowo mempertahankan program ini hrs jalan walaupun hatus mengebiri alokasi anggaran untuk lembaga2 lain. biar kroni bisa gemuk dan tidur pulas tidak ngrecokin oresiden.,negative
"mbg bukan solusi, bukan jawaban dan bukan cara untuk mensejahterakan masyarakat, walaupun ada yang diuntungkan, akan tetapi hanya dirasakan oleh segelintir orang. mbg bukan dan tidak masuk aspiratif, keinginan masyarakat....untuk keluar dari persoalan. jika benar pemerintah peduli terhadap kesejahteraan masyarakat. laknakan tufoksi sebagai pejabat dengan baik dan jujur. tegakkan hukum dengan benar. fokus kepada pendidikan, kesehatan dan penyediaan bahan baku kebutuhan pokok murah dan mudah didapat.",negative
"memberikan kepercayaan mengelola sesuatu karena dekat? ya itu bisa berlaku seandainya bangun rumah, untuk urusan pribadi bisa. tapi kalau sudah kaitan dgn keuangan negara, tidak berlaku seperti itu.",negative
kata penikmat itu kalau udah ada duitnya. kalau blm dibayar ampe megap2 dan tutup apa yang dinikmati,negative
"coba tempo investigasi ke daerah (batam) banyak buruh yang tidak mendapatkan hak""nya sesuai dengan uu dan sudah berlangsung sejak reformasi",negative
kalo gitu ngga usah ada program atau pembangunan aja supaya ngga ada korupsi. semua program dan pembangunan pasti ada peluang buat dikorupsi. kasih saranlah supaya korupsi bisa ilang.,negative
bocorin juga soal ijasah palsu jokowi dong,neutral
"sabar ya, bang b4b1 b4b1 mulyono mulai berkeliaran disini 😂😂",negative
"proyek penghuni bazer "" rp",negative
"ada penyedia mbg yang blm dibayar sebesar 1 m, ada jg mbg yang sdh deal 1 pak seharga 15 rb dipotong yayasan dll tinggal 10,5 rb/pak. lama2 menu protein telur terus dan tempe/tahu. tetap potongan2 preman sll ada...uunya sampai ke murid tinggal 70%",negative
"menyesuaikan guru prabowo, yaitu mulyono/jokowi. prabowo gembar gembor brantas korupsi, teryanta orang2 pendukungnya nepotisme, korupsi",negative
yayasan yang dapat proyek punya para pejabat 🤣. pekerjanya sodara sendiri 😂😂😂,negative
pikirkan sendiri ad mbg untungmu ap rugimu apa?,negative
menurut saya uangnya kasih orang tua saja menunya ditentukan sekolah lebih bagus,negative
dan kurikulum pelajaran nya juga di perbaiki di benahi,neutral
saya cuma daptar doang mbg nya tidak jadi jadi mana persyaratannya harus buat npwp keluar uang dulu 🫠🙃,neutral
sudah kuduga kalo program mbg dinikmati oleh orang2 pendukung prabowo / ordal dn tetdekat,negative
ouu ternyata begini y bukan mbg tapi makan duit geratissss hancur negara ini,negative
sebaiknya prabowo jangan bangga dgn mbg sebab mbg ini bukan program tapi proyek serta proyek ini sdh membuat anak anak trauma bagaimana masa depan anak janganlah hanya memikirkan.rekening sendiri lalu ortu dan anak jadi korban mau tanya ni prabowo otak manusia atau otak hewan kami sdh tahu proyek ini hanya di nikamati oleh pengurus partai serta para tim.sukses ini fakta tapi kalau prabowo otak manusia maka mbg di hentikan tapai kalau di lanjutkan maka otaknya prabowo seperti kerbau,negative
"sejak awal proyek mbg ini rentan korupsi,krena tidak jelas sasaran,prosedur & infrastrukurnya. bahkan sudh bnyak vendor pelaksanaan yang jdi mitra,brhenti krena bngkrut msalah pmbayaran. menu mbg pun sangat miris,krena sperti menu paket hemat warteg 😂",negative
"fakta dan nyata banget bbc news indonesia, saya pedagang di pasar sangat merasakan banget pengaruhnya karena mbg",negative
